precipitation,wind,temp_avg
0.0,2.2,5.3
0.0,1.2,3.65
3.3,4.9,6.9
4.1,1.8,4.75
0.0,4.3,3.3499999999999996
0.0,3.6,0.5999999999999999
0.0,3.0,0.2999999999999998
0.0,1.2,1.1999999999999997
1.5,2.3,2.8
0.0,1.7,3.35
10.2,4.5,6.949999999999999
8.1,6.4,10.8
0.0,1.3,9.149999999999999
0.0,1.6,6.699999999999999
0.0,2.6,4.75
0.3,0.6,6.65
5.8,0.5,6.949999999999999
1.5,1.1,8.3
0.0,1.6,7.75
0.0,2.7,6.1
0.0,2.8,3.3499999999999996
9.7,3.2,4.45
0.0,4.5,8.649999999999999
26.2,2.8,8.3
21.3,6.6,10.55
0.5,2.8,8.05
0.0,3.0,6.65
0.0,1.3,3.35
0.8,1.3,7.75
5.8,2.6,10.25
0.5,3.3,12.75
0.0,1.4,12.2
0.0,2.2,11.100000000000001
0.8,2.0,9.7
0.0,1.8,8.6
0.0,2.9,7.75
0.0,0.8,4.7
0.0,1.9,5.25
1.5,2.6,6.9
7.4,4.0,8.05
1.3,1.9,7.8
8.4,1.7,7.5
26.2,4.6,10.8
17.3,4.5,12.2
23.6,4.6,10.8
3.6,3.9,11.65
6.1,2.5,10.8
0.3,4.0,10.55
0.0,1.0,9.2
1.0,2.1,13.05
0.0,1.7,11.15
0.3,2.9,10.55
0.0,4.8,8.049999999999999
0.0,6.6,10.3
0.0,4.0,10.25
0.0,2.6,8.3
4.6,2.2,9.45
0.8,0.9,9.15
0.0,4.5,8.899999999999999
0.0,4.2,7.5
0.0,1.4,6.7
0.0,1.5,6.65
4.1,1.0,8.35
9.4,1.4,9.75
18.3,4.0,8.35
0.0,5.1,7.75
0.0,2.2,6.1
0.0,4.8,7.75
0.0,2.1,5.3
0.0,1.8,6.15
0.0,1.3,8.05
0.0,1.4,9.15
0.0,2.7,10.299999999999999
0.0,1.7,10.549999999999999
0.0,1.8,9.4
0.8,2.6,9.15
2.5,3.1,11.65
0.0,3.2,13.600000000000001
2.0,2.2,12.5
17.0,3.8,11.65
55.9,4.2,8.35
1.0,3.0,10.0
0.8,2.6,8.850000000000001
0.0,2.5,11.4
0.0,1.9,11.95
4.1,1.9,11.4
3.8,4.7,10.8
1.0,2.3,8.899999999999999
8.1,2.8,8.35
7.6,3.9,9.45
5.1,4.4,10.8
0.0,2.2,15.3
1.0,4.0,13.600000000000001
0.0,5.7,12.5
0.0,3.0,12.25
1.8,2.9,14.2
1.0,4.2,9.45
5.1,3.2,9.2
0.0,2.4,9.45
1.5,3.6,8.05
0.0,1.7,8.35
0.0,2.4,9.75
1.0,3.5,10.3
0.5,3.9,10.55
0.0,1.7,11.649999999999999
0.0,2.3,11.649999999999999
10.9,4.6,10.85
0.0,6.5,8.649999999999999
0.0,3.6,9.45
14.0,3.6,7.8
3.3,3.3,7.25
0.0,2.4,8.6
0.0,3.1,10.85
0.0,3.6,12.5
0.0,3.9,13.6
0.0,3.6,14.700000000000001
0.0,2.6,15.3
5.6,3.4,11.95
0.0,2.3,10.3
3.0,4.1,9.45
3.3,5.0,9.149999999999999
1.3,3.0,9.45
0.0,2.7,10.0
0.3,2.3,17.8
1.8,4.3,12.25
0.0,4.7,11.65
0.0,2.1,12.5
0.0,3.7,13.600000000000001
0.0,3.7,13.05
0.0,2.6,14.200000000000001
0.0,5.2,12.2
6.1,5.1,10.8
0.0,2.6,11.95
0.0,3.0,13.350000000000001
0.0,3.0,16.1
0.0,2.6,18.05
0.0,2.8,15.25
0.0,2.5,11.95
4.3,3.3,13.1
4.1,2.8,11.1
0.3,2.0,13.600000000000001
0.0,2.8,14.7
0.0,3.0,13.35
0.0,2.1,15.0
0.0,3.0,18.9
0.0,2.6,16.7
0.0,1.8,16.95
0.0,2.1,18.65
0.0,3.7,14.2
0.0,2.6,13.9
0.0,2.7,14.45
0.0,2.7,13.35
0.0,2.1,16.7
0.0,1.8,18.049999999999997
0.0,2.1,20.0
0.0,2.5,19.450000000000003
0.0,2.5,16.4
0.0,2.2,18.35
4.6,3.4,13.9
0.5,5.0,15.3
0.0,3.0,15.85
0.0,3.9,17.25
0.0,4.3,19.75
0.0,2.6,21.35
0.0,3.2,23.35
0.0,3.5,22.5
0.0,2.7,21.65
0.0,3.0,18.35
0.0,3.5,17.75
0.0,2.3,15.85
0.0,2.6,16.65
0.0,3.7,19.75
0.0,3.5,23.05
0.0,3.0,16.95
0.0,3.1,18.05
0.0,3.0,19.15
0.5,3.2,18.6
0.0,4.3,18.9
0.0,3.4,19.75
0.0,2.4,18.9
0.0,2.4,18.9
0.0,2.6,20.85
0.0,3.0,23.1
0.0,4.7,24.75
0.0,3.9,25.25
0.3,2.1,23.3
0.0,2.7,23.049999999999997
0.0,3.4,22.8
0.0,4.3,24.700000000000003
0.0,3.4,25.85
0.0,2.6,25.549999999999997
0.0,2.9,24.15
0.0,2.1,24.75
0.0,3.2,22.5
0.0,2.4,20.55
0.0,1.9,22.2
0.0,3.4,21.65
0.0,3.7,18.9
0.0,3.0,19.45
0.0,2.2,21.4
0.0,3.1,20.85
0.0,3.3,21.950000000000003
0.0,3.2,20.25
0.0,2.8,20.55
0.0,3.3,20.85
0.0,3.4,25.549999999999997
0.0,3.3,26.1
0.0,3.9,21.7
0.0,2.4,19.45
0.0,2.8,18.9
0.0,1.9,20.25
0.3,3.8,18.05
0.0,2.4,17.75
2.0,2.6,18.05
0.0,1.9,17.75
0.0,3.4,20.85
0.0,3.8,23.3
0.0,3.5,25.799999999999997
0.0,2.6,26.1
0.0,3.1,24.45
0.0,2.0,23.35
0.0,2.3,22.75
0.0,2.6,20.25
0.0,3.5,17.75
0.0,2.9,20.0
0.0,3.7,21.95
0.0,3.6,20.3
0.0,2.2,21.65
0.0,2.4,22.5
0.0,4.4,23.35
7.6,2.7,22.5
0.0,2.2,21.95
30.5,5.2,16.65
0.0,3.7,17.8
0.0,3.7,19.7
0.0,3.0,20.55
0.0,3.0,22.5
0.0,2.1,23.9
2.0,4.2,18.6
0.0,2.6,18.3
0.0,2.5,19.45
0.0,1.8,20.85
0.0,2.3,18.049999999999997
0.0,3.4,18.9
0.0,1.7,21.1
0.0,2.1,21.9
0.5,2.6,19.45
32.5,5.8,17.75
10.2,4.7,16.4
0.0,5.8,17.5
5.8,5.0,16.65
0.0,3.8,15.25
0.0,2.9,14.45
0.0,2.9,14.15
0.3,3.5,14.75
5.3,2.4,13.9
0.3,1.5,17.200000000000003
0.0,2.4,18.05
0.0,3.3,19.15
0.0,3.6,19.7
0.0,3.1,21.1
0.0,2.1,20.55
0.5,3.0,16.700000000000003
0.0,3.4,13.649999999999999
0.0,2.8,13.9
1.0,1.9,15.0
1.8,3.8,15.55
0.0,2.6,16.1
0.0,4.3,17.75
4.1,6.8,17.5
0.0,2.7,13.850000000000001
0.0,2.0,13.35
0.0,1.8,14.450000000000001
0.0,2.5,16.65
2.0,2.6,14.2
0.0,2.7,14.15
0.0,3.8,12.5
0.0,5.1,15.25
0.0,1.9,15.3
0.0,1.3,14.15
0.0,1.3,15.25
0.0,2.9,12.8
0.0,4.8,15.25
0.0,3.7,16.4
0.0,1.6,16.35
0.0,2.6,14.15
9.9,2.2,15.0
0.0,1.1,16.1
0.3,2.6,15.799999999999999
28.7,4.7,17.200000000000003
0.0,2.6,14.2
4.6,2.8,14.45
1.3,3.2,13.05
0.0,5.0,12.5
0.0,3.4,15.25
0.0,1.3,14.45
0.3,1.3,15.549999999999999
3.8,2.0,13.9
0.3,2.6,14.7
0.0,1.8,14.2
0.0,1.3,12.200000000000001
0.0,2.7,12.5
0.0,2.6,10.0
0.0,2.9,11.95
8.9,3.4,14.149999999999999
6.9,4.6,11.1
0.0,1.7,11.950000000000001
3.3,2.8,12.5
1.8,4.7,13.6
19.3,6.7,14.45
33.0,7.2,13.649999999999999
26.2,6.0,10.55
0.3,2.8,9.15
0.8,1.4,7.8
0.0,2.2,6.65
1.3,2.3,9.75
0.0,2.7,11.95
12.7,3.0,10.8
6.6,1.8,9.45
3.3,1.3,7.5
1.3,3.9,7.5
1.5,4.6,8.6
9.9,5.1,8.05
33.5,6.5,11.350000000000001
47.2,4.5,7.75
22.4,4.1,5.550000000000001
2.0,4.0,5.3
29.5,8.0,10.0
1.5,3.8,6.1
2.0,4.2,5.85
0.0,4.0,4.45
0.0,4.7,4.75
0.0,3.1,5.85
3.0,1.3,3.35
7.1,4.5,4.75
0.0,5.7,3.6
0.0,4.3,4.2
0.0,3.0,3.9000000000000004
0.0,1.0,2.25
0.0,0.9,-0.20000000000000007
0.5,1.7,0.8999999999999999
12.2,3.5,6.95
2.5,5.0,7.5
12.7,5.9,11.7
2.0,4.7,8.35
15.7,4.0,8.05
11.2,5.9,10.0
27.4,3.4,9.7
54.1,6.2,12.8
13.5,6.3,10.0
9.4,7.5,8.899999999999999
0.3,2.8,6.9
16.0,5.6,7.25
1.3,6.1,6.949999999999999
0.0,1.7,4.75
1.5,2.9,3.9000000000000004
3.6,2.3,4.449999999999999
21.8,6.0,5.3
18.5,5.1,6.65
0.0,4.1,5.550000000000001
4.3,6.7,6.1
27.4,4.3,4.199999999999999
4.6,5.0,5.3
6.1,7.6,3.9
2.5,4.3,3.9
5.8,1.5,3.6
0.0,2.5,2.2
8.6,2.9,3.0500000000000003
1.5,1.3,3.35
0.0,2.6,3.9
0.0,3.4,2.3
0.0,3.5,1.7499999999999998
